consecutive_number,state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,body_type_name,number_of_fatalities
550091,Wisconsin,Rural,18,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
470316,Tennessee,Rural,8,Clear,4-Door Sedan/Hardtop,1
470316,Tennessee,Rural,8,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
490131,Utah,Rural,14,Clear,5-Door/4-Door Hatchback,1
490131,Utah,Rural,14,Clear,Standard Pickup,1
490131,Utah,Rural,14,Clear,4-Door Sedan/Hardtop,1
490131,Utah,Rural,14,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
200156,Kansas,Rural,15,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",4
200156,Kansas,Rural,15,Clear,Minivan,4
170605,Illinois,Rural,17,Clear,Motorcycle,1
170605,Illinois,Rural,17,Clear,Minivan,1
470719,Tennessee,Rural,14,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
470719,Tennessee,Rural,14,Clear,4-Door Sedan/Hardtop,1
180018,Indiana,Rural,11,Clear,4-Door Sedan/Hardtop,1
180018,Indiana,Rural,11,Clear,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",1
370855,North Carolina,Rural,21,Clear,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
370855,North Carolina,Rural,21,Clear,4-Door Sedan/Hardtop,1
190024,Iowa,Rural,5,Clear,4-Door Sedan/Hardtop,3
190024,Iowa,Rural,5,Clear,4-Door Sedan/Hardtop,3
190024,Iowa,Rural,5,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
190024,Iowa,Rural,5,Clear,Minivan,3
10225,Alabama,Rural,18,Clear,4-Door Sedan/Hardtop,1
10225,Alabama,Rural,18,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
10225,Alabama,Rural,18,Clear,Standard Pickup,1
400259,Oklahoma,Rural,16,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
400259,Oklahoma,Rural,16,Clear,Standard Pickup,1
320171,Nevada,Rural,15,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
320171,Nevada,Rural,15,Clear,Motorcycle,1
200197,Kansas,Rural,7,Clear,4-Door Sedan/Hardtop,1
200197,Kansas,Rural,7,Clear,4-Door Sedan/Hardtop,1
200197,Kansas,Rural,7,Clear,Station Wagon (Excluding Van and Truck-Based),1
120939,Florida,Rural,23,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
120939,Florida,Rural,23,Clear,2-Door Sedan/Hardtop/Coupe,1
310036,Nebraska,Rural,14,Clear,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
310036,Nebraska,Rural,14,Clear,"Other Vehicle Type (Includes Go-Cart, Fork-Lift, City Street Sweeper,
Dune/Swamp Buggy, Golf Cart)",1
530298,Washington,Rural,10,Clear,4-Door Sedan/Hardtop,1
530298,Washington,Rural,10,Clear,4-Door Sedan/Hardtop,1
280583,Mississippi,Rural,12,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
280583,Mississippi,Rural,12,Clear,Farm Equipment Other Than Trucks,1
220638,Louisiana,Rural,99,Clear,4-Door Sedan/Hardtop,1
220638,Louisiana,Rural,99,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
180519,Indiana,Rural,10,Clear,4-Door Sedan/Hardtop,1
180519,Indiana,Rural,10,Clear,Standard Pickup,1
280556,Mississippi,Rural,5,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
280556,Mississippi,Rural,5,Clear,4-Door Sedan/Hardtop,1
200058,Kansas,Rural,14,Clear,Three-Wheel Motorcycle/Moped- Not All-Terrain Vehicle,1
200058,Kansas,Rural,14,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
310079,Nebraska,Rural,17,Clear,Standard Pickup,1
310079,Nebraska,Rural,17,Clear,Minivan,1
50451,Arkansas,Rural,16,Clear,Standard Pickup,3
50451,Arkansas,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
50392,Arkansas,Rural,12,Clear,4-Door Sedan/Hardtop,1
50392,Arkansas,Rural,12,Clear,4-Door Sedan/Hardtop,1
50488,Arkansas,Rural,11,Clear,Standard Pickup,2
50488,Arkansas,Rural,11,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
10571,Alabama,Rural,9,Clear,Minivan,1
10571,Alabama,Rural,9,Clear,4-Door Sedan/Hardtop,1
310041,Nebraska,Rural,13,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
310041,Nebraska,Rural,13,Clear,2-Door Sedan/Hardtop/Coupe,1
450643,South Carolina,Rural,8,Clear,Standard Pickup,1
450643,South Carolina,Rural,8,Clear,Standard Pickup,1
410156,Oregon,Rural,14,Clear,Large Van – Includes Van-Based Buses,4
410156,Oregon,Rural,14,Clear,Minivan,4
410156,Oregon,Rural,14,Clear,4-Door Sedan/Hardtop,4
290226,Missouri,Rural,12,Clear,Minivan,1
290226,Missouri,Rural,12,Clear,Standard Pickup,1
290226,Missouri,Rural,12,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
370944,North Carolina,Rural,7,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
370944,North Carolina,Rural,7,Clear,Standard Pickup,1
50430,Arkansas,Rural,7,Clear,Large Van – Includes Van-Based Buses,1
50430,Arkansas,Rural,7,Clear,Standard Pickup,1
200002,Kansas,Rural,7,Clear,4-Door Sedan/Hardtop,1
200002,Kansas,Rural,7,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
10572,Alabama,Rural,15,Clear,Standard Pickup,2
10572,Alabama,Rural,15,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
10572,Alabama,Rural,15,Clear,Medium/Heavy Truck-Based Motorhome,2
50364,Arkansas,Rural,6,Clear,Standard Pickup,1
50364,Arkansas,Rural,6,Clear,Motorcycle,1
190159,Iowa,Rural,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
190159,Iowa,Rural,15,Clear,3-Door/2-Door Hatchback,1
550316,Wisconsin,Rural,12,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
550316,Wisconsin,Rural,12,Clear,Minivan,1
400347,Oklahoma,Rural,6,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
400347,Oklahoma,Rural,6,Clear,Station Wagon (Excluding Van and Truck-Based),1
190203,Iowa,Rural,18,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
190203,Iowa,Rural,18,Clear,4-Door Sedan/Hardtop,1
50224,Arkansas,Rural,16,Clear,Farm Equipment Other Than Trucks,1
50224,Arkansas,Rural,16,Clear,Motorcycle,1
160155,Idaho,Rural,14,Clear,Minivan,1
160155,Idaho,Rural,14,Clear,Standard Pickup,1
210293,Kentucky,Rural,15,Clear,Standard Pickup,2
210293,Kentucky,Rural,15,Clear,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),2
61454,California,Urban,20,Clear,Minivan,2
61454,California,Urban,20,Clear,Station Wagon (Excluding Van and Truck-Based),2
61454,California,Urban,20,Clear,4-Door Sedan/Hardtop,2
63405,California,Urban,0,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
63405,California,Urban,0,Clear,4-Door Sedan/Hardtop,2
450330,South Carolina,Rural,1,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
450330,South Carolina,Rural,1,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
200326,Kansas,Rural,10,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
200326,Kansas,Rural,10,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
122510,Florida,Rural,18,Clear,4-Door Sedan/Hardtop,1
122510,Florida,Rural,18,Clear,Motorcycle,1
122510,Florida,Rural,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
420474,Pennsylvania,Rural,7,Clear,Station Wagon (Excluding Van and Truck-Based),1
420474,Pennsylvania,Rural,7,Clear,Motorcycle,1
410229,Oregon,Rural,10,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
410229,Oregon,Rural,10,Clear,Motorcycle,1
180066,Indiana,Rural,14,Clear,4-Door Sedan/Hardtop,1
180066,Indiana,Rural,14,Clear,4-Door Sedan/Hardtop,1
50207,Arkansas,Rural,12,Clear,Standard Pickup,1
50207,Arkansas,Rural,12,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
50004,Arkansas,Rural,14,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
50004,Arkansas,Rural,14,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
10936,Alabama,Rural,17,Clear,Standard Pickup,1
10936,Alabama,Rural,17,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
10447,Alabama,Rural,11,Clear,Standard Pickup,2
10447,Alabama,Rural,11,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
360094,New York,Rural,16,Clear,4-Door Sedan/Hardtop,1
360094,New York,Rural,16,Clear,4-Door Sedan/Hardtop,1
360094,New York,Rural,16,Clear,4-Door Sedan/Hardtop,1
131356,Georgia,Rural,22,Clear,4-Door Sedan/Hardtop,1
131356,Georgia,Rural,22,Clear,4-Door Sedan/Hardtop,1
131356,Georgia,Rural,22,Clear,Standard Pickup,1
290316,Missouri,Rural,15,Clear,2-Door Sedan/Hardtop/Coupe,1
290316,Missouri,Rural,15,Clear,5-Door/4-Door Hatchback,1
450705,South Carolina,Rural,17,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
450705,South Carolina,Rural,17,Clear,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",2
280607,Mississippi,Rural,17,Clear,Standard Pickup,1
280607,Mississippi,Rural,17,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
122410,Florida,Rural,23,Clear,Motorcycle,1
122410,Florida,Rural,23,Clear,4-Door Sedan/Hardtop,1
10885,Alabama,Rural,19,Clear,Standard Pickup,1
10885,Alabama,Rural,19,Clear,4-Door Sedan/Hardtop,1
160126,Idaho,Rural,23,Clear,4-Door Sedan/Hardtop,1
160126,Idaho,Rural,23,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
10851,Alabama,Rural,18,Clear,4-Door Sedan/Hardtop,1
10851,Alabama,Rural,18,Clear,4-Door Sedan/Hardtop,1
560056,Wyoming,Rural,14,Clear,4-Door Sedan/Hardtop,2
560056,Wyoming,Rural,14,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
390487,Ohio,Rural,14,Clear,4-Door Sedan/Hardtop,1
390487,Ohio,Rural,14,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
390487,Ohio,Rural,14,Clear,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
210611,Kentucky,Rural,12,Clear,Farm Equipment Other Than Trucks,1
210611,Kentucky,Rural,12,Clear,Station Wagon (Excluding Van and Truck-Based),1
540124,West Virginia,Urban,20,Clear,Standard Pickup,1
540124,West Virginia,Urban,20,Clear,Motorcycle,1
210379,Kentucky,Rural,10,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210379,Kentucky,Rural,10,Clear,Motorcycle,1
180647,Indiana,Rural,19,Clear,2-Door Sedan/Hardtop/Coupe,1
180647,Indiana,Rural,19,Clear,Motorcycle,1
50264,Arkansas,Rural,12,Clear,Standard Pickup,1
50264,Arkansas,Rural,12,Clear,Standard Pickup,1
190343,Iowa,Rural,12,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
190343,Iowa,Rural,12,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
131250,Georgia,Rural,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
131250,Georgia,Rural,21,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
210753,Kentucky,Rural,8,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
210753,Kentucky,Rural,8,Clear,4-Door Sedan/Hardtop,1
10906,Alabama,Rural,16,Clear,Motorcycle,1
10906,Alabama,Rural,16,Clear,Standard Pickup,1
290737,Missouri,Rural,17,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290737,Missouri,Rural,17,Clear,Standard Pickup,1
100082,Delaware,Rural,15,Clear,4-Door Sedan/Hardtop,1
100082,Delaware,Rural,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
100082,Delaware,Rural,15,Clear,4-Door Sedan/Hardtop,1
210253,Kentucky,Urban,17,Clear,4-Door Sedan/Hardtop,1
210253,Kentucky,Urban,17,Clear,Station Wagon (Excluding Van and Truck-Based),1
210253,Kentucky,Urban,17,Clear,4-Door Sedan/Hardtop,1
210253,Kentucky,Urban,17,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210253,Kentucky,Urban,17,Clear,4-Door Sedan/Hardtop,1
131218,Georgia,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
131218,Georgia,Rural,16,Clear,4-Door Sedan/Hardtop,1
400589,Oklahoma,Rural,8,Clear,4-Door Sedan/Hardtop,1
400589,Oklahoma,Rural,8,Clear,4-Door Sedan/Hardtop,1
400384,Oklahoma,Rural,13,Clear,Standard Pickup,1
400384,Oklahoma,Rural,13,Clear,Standard Pickup,1
50222,Arkansas,Rural,19,Clear,Standard Pickup,2
50222,Arkansas,Rural,19,Clear,Motorcycle,2
50222,Arkansas,Rural,19,Clear,Motorcycle,2
180798,Indiana,Rural,10,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
180798,Indiana,Rural,10,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
170190,Illinois,Rural,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
170190,Illinois,Rural,15,Clear,4-Door Sedan/Hardtop,1
220641,Louisiana,Rural,6,Clear,4-Door Sedan/Hardtop,1
220641,Louisiana,Rural,6,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
360377,New York,Rural,12,Clear,Minivan,1
360377,New York,Rural,12,Clear,Standard Pickup,1
220596,Louisiana,Rural,13,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
220596,Louisiana,Rural,13,Clear,Standard Pickup,1
50317,Arkansas,Rural,16,Clear,Standard Pickup,1
50317,Arkansas,Rural,16,Clear,Motorcycle,1
90044,Connecticut,Rural,15,Clear,Motorcycle,1
90044,Connecticut,Rural,15,Clear,4-Door Sedan/Hardtop,1
290854,Missouri,Rural,16,Clear,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
290854,Missouri,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
270360,Minnesota,Rural,18,Clear,Standard Pickup,1
270360,Minnesota,Rural,18,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
50349,Arkansas,Rural,11,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
50349,Arkansas,Rural,11,Clear,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
400331,Oklahoma,Rural,17,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
400331,Oklahoma,Rural,17,Clear,Standard Pickup,2
400331,Oklahoma,Rural,17,Clear,Standard Pickup,2
400331,Oklahoma,Rural,17,Clear,Standard Pickup,2
270202,Minnesota,Rural,0,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
270202,Minnesota,Rural,0,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
400134,Oklahoma,Rural,14,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
400134,Oklahoma,Rural,14,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
340153,New Jersey,Rural,15,Clear,2-Door Sedan/Hardtop/Coupe,1
340153,New Jersey,Rural,15,Clear,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
250022,Massachusetts,Rural,13,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
250022,Massachusetts,Rural,13,Clear,Motorcycle,1
550177,Wisconsin,Rural,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
550177,Wisconsin,Rural,18,Clear,Motorcycle,2
390803,Ohio,Rural,18,Clear,4-Door Sedan/Hardtop,1
390803,Ohio,Rural,18,Clear,Standard Pickup,1
122372,Florida,Urban,19,Clear,Standard Pickup,1
122372,Florida,Urban,19,Clear,Motorcycle,1
290308,Missouri,Rural,23,Clear,4-Door Sedan/Hardtop,2
290308,Missouri,Rural,23,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",2
460033,South Dakota,Urban,21,Clear,Minivan,1
460033,South Dakota,Urban,21,Clear,Motorcycle,1
220212,Louisiana,Urban,20,Clear,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
220212,Louisiana,Urban,20,Clear,Utility Station Wagon,1
490257,Utah,Urban,1,Clear,4-Door Sedan/Hardtop,1
490257,Utah,Urban,1,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
120878,Florida,Urban,5,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
120878,Florida,Urban,5,Clear,4-Door Sedan/Hardtop,1
50148,Arkansas,Urban,5,Clear,4-Door Sedan/Hardtop,1
50148,Arkansas,Urban,5,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
310073,Nebraska,Rural,20,Clear,Station Wagon (Excluding Van and Truck-Based),1
310073,Nebraska,Rural,20,Clear,4-Door Sedan/Hardtop,1
122927,Florida,Rural,21,Clear,4-Door Sedan/Hardtop,1
122927,Florida,Rural,21,Clear,Motorcycle,1
61446,California,Rural,18,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
61446,California,Rural,18,Clear,2-Door Sedan/Hardtop/Coupe,1
120115,Florida,Rural,10,Clear,Standard Pickup,1
120115,Florida,Rural,10,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
60210,California,Rural,13,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
60210,California,Rural,13,Clear,4-Door Sedan/Hardtop,1
120885,Florida,Urban,22,Clear,Motorcycle,1
120885,Florida,Urban,22,Clear,Motorcycle,1
120885,Florida,Urban,22,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450918,South Carolina,Urban,19,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450918,South Carolina,Urban,19,Clear,4-Door Sedan/Hardtop,1
122507,Florida,Urban,20,Clear,Standard Pickup,1
122507,Florida,Urban,20,Clear,4-Door Sedan/Hardtop,1
121007,Florida,Urban,0,Clear,2-Door Sedan/Hardtop/Coupe,1
121007,Florida,Urban,0,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
50202,Arkansas,Urban,22,Clear,Standard Pickup,1
50202,Arkansas,Urban,22,Clear,4-Door Sedan/Hardtop,1
50202,Arkansas,Urban,22,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
122323,Florida,Urban,1,Clear,4-Door Sedan/Hardtop,2
122323,Florida,Urban,1,Clear,Station Wagon (Excluding Van and Truck-Based),2
122790,Florida,Urban,23,Clear,Standard Pickup,1
122790,Florida,Urban,23,Clear,4-Door Sedan/Hardtop,1
470061,Tennessee,Urban,18,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
470061,Tennessee,Urban,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290610,Missouri,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290610,Missouri,Rural,16,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
122577,Florida,Urban,19,Clear,4-Door Sedan/Hardtop,1
122577,Florida,Urban,19,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
290611,Missouri,Rural,6,Clear,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
290611,Missouri,Rural,6,Clear,2-Door Sedan/Hardtop/Coupe,1
60944,California,Rural,3,Clear,4-Door Sedan/Hardtop,1
60944,California,Rural,3,Clear,4-Door Sedan/Hardtop,1
450370,South Carolina,Rural,23,Clear,4-Door Sedan/Hardtop,1
450370,South Carolina,Rural,23,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
180468,Indiana,Rural,9,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
180468,Indiana,Rural,9,Clear,2-Door Sedan/Hardtop/Coupe,1
122837,Florida,Rural,15,Clear,Standard Pickup,2
122837,Florida,Rural,15,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
40542,Arizona,Urban,23,Clear,Large Van – Includes Van-Based Buses,1
40542,Arizona,Urban,23,Clear,4-Door Sedan/Hardtop,1
40542,Arizona,Urban,23,Clear,5-Door/4-Door Hatchback,1
40542,Arizona,Urban,23,Clear,4-Door Sedan/Hardtop,1
40542,Arizona,Urban,23,Clear,Motorcycle,1
40542,Arizona,Urban,23,Clear,3-Door/2-Door Hatchback,1
40542,Arizona,Urban,23,Clear,2-Door Sedan/Hardtop/Coupe,1
122602,Florida,Urban,23,Clear,Standard Pickup,1
122602,Florida,Urban,23,Clear,Motorcycle,1
450804,South Carolina,Rural,20,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
450804,South Carolina,Rural,20,Clear,Standard Pickup,1
450804,South Carolina,Rural,20,Clear,Moped (Motorized Bicycle),1
360262,New York,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
360262,New York,Rural,16,Clear,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
